rxns	rxnNames	index	formulas	growth1	growth2	growth3	growth4	growth5
r_1867	isobutyl acetate exchange	2617	isobutyl acetate[e] => 	0	0	0	0	0
r_1870	isobutyraldehyde exchange	2620	isobutyraldehyde[e] => 	2	1.55780333704762	1.05438626661284	0.527194187666236	0.0210897919262745
r_1873	L-alanine exchange	2623	L-alanine[e] => 	3.960838722671	3.00122413817586	2.04160955385505	1.02534226761897	0.0410176280110061
r_1875	L-arabinitol exchange	2625	L-arabinitol[e] => 	2.18181818181806	1.64509967700237	1.09692789433573	0.548465044097598	0.0219407078649266
r_1878	L-arabinose exchange	2628	L-arabinose[e] => 	0	0	0	0	0
r_1879	L-arginine exchange	2629	L-arginine[e] => 	1.06994518232092	0.835607855448452	0.594743514049364	0.342553081615929	0.0162158750834308
r_1880	L-asparagine exchange	2630	L-asparagine[e] => 	2.99999999999983	2.39778929118735	1.59852725981251	0.799265228459282	0.0319736783037239
r_1881	L-aspartate exchange	2631	L-aspartate[e] => 	3.00000000000153	2.48010606545036	1.84232570068131	0.934391632775809	0.0374834840588086
r_1883	L-cysteine exchange	2633	L-cysteine[e] => 	2.29776517093878	1.74259580985183	1.16762074903645	0.588914387088156	0.0242237001750916
r_1886	L-glucitol exchange	2636	L-glucitol[e] => 	0	0	0	0	0
r_1889	L-glutamate exchange	2638	L-glutamate[e] => 	2.17192335081245	1.67523243613893	1.15205921480125	0.590732468612665	0.0236315671535294
r_1891	L-glutamine exchange	2640	L-glutamine[e] => 	2.12044621413222	1.63463446434855	1.11699816906668	0.56760778137606	0.0227064908619975
r_1893	L-histidine exchange	2642	L-histidine[e] => 	1.72157504822734	1.30503029293949	0.873106885318677	0.441183477696524	0.0181693179566535
r_1896	L-homoserine exchange	2644	L-homoserine[e] => 	2.71921099687081	2.04911770591372	1.3726493244201	0.693781268308325	0.027753914845133
r_1897	L-isoleucine exchange	2645	L-isoleucine[e] => 	1.50571454902504	1.13165436663771	0.756422579906338	0.378728159374333	0.015336972682805
r_1899	L-leucine exchange	2647	L-leucine[e] => 	1.45423961666688	1.11909041438601	0.767933246326804	0.393786797028294	0.0159557335572986
r_1900	L-lysine exchange	2648	L-lysine[e] => 	1.36851250945824	1.04421933873409	0.710339541451302	0.365777108146378	0.014632488904821
r_1902	L-methionine exchange	2650	L-methionine[e] => 	1.40705315337899	1.05683427656071	0.706615399742079	0.356396522918618	0.014421795369553
r_1903	L-phenylalanine exchange	2651	L-phenylalanine[e] => 	1.11936673904336	0.84574834946909	0.565648418792648	0.285548488116433	0.0116360516860823
r_1904	L-proline exchange	2652	L-proline[e] => 	1.85806140070019	1.40789845698011	0.957735513262343	0.481661567623208	0.0192683122771493
r_1906	L-serine exchange	2654	L-serine[e] => 	4	3.1751503082683	2.15992438595794	1.10161649399341	0.0440688899625963
r_1909	L-sorbose exchange	2657	L-sorbose[e] => 	1	1	0.898512915191729	0.451304548762391	0.0180539149258661
r_1911	L-threonine exchange	2659	L-threonine[e] => 	2.68933155278581	2.01699933691807	1.34466712106016	0.672334905196996	0.0268959779675573
