Var1	Var2	Var3	Var4	Var5_1	Var5_2	Var5_3	Var5_4	Var5_5	Var5_6	Var5_7	Var5_8	Var5_9	Var5_10	Var5_11	Var5_12	Var5_13	Var5_14	Var5_15	Var5_16	Var5_17	Var5_18	Var5_19	Var5_20	Var5_21	Var5_22	Var5_23	Var5_24	Var5_25	Var5_26	Var5_27	Var5_28	Var5_29	Var5_30	Var5_31	Var5_32	Var5_33	Var5_34	Var5_35	Var5_36	Var5_37	Var5_38	Var5_39	Var5_40	Var5_41	Var5_42	Var5_43	Var5_44	Var5_45	Var5_46	Var5_47	Var5_48	Var5_49	Var5_50	Var5_51	Var5_52	Var5_53	Var5_54	Var5_55	Var5_56	Var5_57	Var5_58	Var5_59	Var5_60	Var5_61	Var5_62	Var5_63	Var5_64	Var5_65	Var5_66	Var5_67	Var5_68	Var5_69	Var5_70	Var5_71	Var5_72	Var5_73	Var5_74	Var5_75	Var5_76	Var5_77	Var5_78	Var5_79	Var5_80	Var5_81	Var5_82	Var5_83	Var5_84	Var5_85	Var5_86	Var5_87	Var5_88	Var5_89	Var5_90	Var5_91	Var5_92	Var5_93
r_2560	CL synthase (1-18:0, 2-16:1, 3-16:0, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-18:0, 2-16:1)[mm] + phosphatidylglycerol (1-16:0, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2561	CL synthase (1-18:0, 2-16:1, 3-16:1, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-18:0, 2-16:1)[mm] + phosphatidylglycerol (1-16:1, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2562	CL synthase (1-18:0, 2-16:1, 3-18:0, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-18:0, 2-16:1)[mm] + phosphatidylglycerol (1-18:0, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2563	CL synthase (1-18:0, 2-16:1, 3-18:1, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-18:0, 2-16:1)[mm] + phosphatidylglycerol (1-18:1, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2564	CL synthase (1-18:0, 2-16:1, 3-16:0, 4-18:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-18:0, 2-16:1)[mm] + phosphatidylglycerol (1-16:0, 2-18:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2565	CL synthase (1-18:0, 2-16:1, 3-16:1, 4-18:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-18:0, 2-16:1)[mm] + phosphatidylglycerol (1-16:1, 2-18:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2566	CL synthase (1-18:1, 2-16:1, 3-16:0, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-18:1, 2-16:1)[mm] + phosphatidylglycerol (1-16:0, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2567	CL synthase (1-18:1, 2-16:1, 3-16:1, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-18:1, 2-16:1)[mm] + phosphatidylglycerol (1-16:1, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2568	CL synthase (1-18:1, 2-16:1, 3-18:0, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-18:1, 2-16:1)[mm] + phosphatidylglycerol (1-18:0, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2569	CL synthase (1-18:1, 2-16:1, 3-18:1, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-18:1, 2-16:1)[mm] + phosphatidylglycerol (1-18:1, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2570	CL synthase (1-18:1, 2-16:1, 3-16:0, 4-18:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-18:1, 2-16:1)[mm] + phosphatidylglycerol (1-16:0, 2-18:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2571	CL synthase (1-18:1, 2-16:1, 3-16:1, 4-18:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-18:1, 2-16:1)[mm] + phosphatidylglycerol (1-16:1, 2-18:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-18:1, 2-16:1, 3-16:1, 4-18:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2572	CL synthase (1-16:0, 2-18:1, 3-16:0, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-16:0, 2-18:1)[mm] + phosphatidylglycerol (1-16:0, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2573	CL synthase (1-16:0, 2-18:1, 3-16:1, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-16:0, 2-18:1)[mm] + phosphatidylglycerol (1-16:1, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2574	CL synthase (1-16:0, 2-18:1, 3-18:0, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-16:0, 2-18:1)[mm] + phosphatidylglycerol (1-18:0, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2575	CL synthase (1-16:0, 2-18:1, 3-18:1, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-16:0, 2-18:1)[mm] + phosphatidylglycerol (1-18:1, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2576	CL synthase (1-16:0, 2-18:1, 3-16:0, 4-18:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-16:0, 2-18:1)[mm] + phosphatidylglycerol (1-16:0, 2-18:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2577	CL synthase (1-16:0, 2-18:1, 3-16:1, 4-18:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-16:0, 2-18:1)[mm] + phosphatidylglycerol (1-16:1, 2-18:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2578	CL synthase (1-16:1, 2-18:1, 3-16:0, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-16:1, 2-18:1)[mm] + phosphatidylglycerol (1-16:0, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2579	CL synthase (1-16:1, 2-18:1, 3-16:1, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-16:1, 2-18:1)[mm] + phosphatidylglycerol (1-16:1, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2580	CL synthase (1-16:1, 2-18:1, 3-18:0, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-16:1, 2-18:1)[mm] + phosphatidylglycerol (1-18:0, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2581	CL synthase (1-16:1, 2-18:1, 3-18:1, 4-16:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-16:1, 2-18:1)[mm] + phosphatidylglycerol (1-18:1, 2-16:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2582	CL synthase (1-16:1, 2-18:1, 3-16:0, 4-18:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-16:1, 2-18:1)[mm] + phosphatidylglycerol (1-16:0, 2-18:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2583	CL synthase (1-16:1, 2-18:1, 3-16:1, 4-18:1), mitochondrial membrane	Seq_1084	CDP-diacylglycerol (1-16:1, 2-18:1)[mm] + phosphatidylglycerol (1-16:1, 2-18:1)[mm] => H+[mm] + CMP[mm] + cardiolipin (1-16:1, 2-18:1, 3-16:1, 4-18:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2584	CL (1-16:0, 2-16:1, 3-16:0, 4-16:1) phospholipase (1-position), mitochondrial membrane	Seq_3386	H2O[mm] + cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-16:1)[mm] => H+[mm] + monolysocardiolipin (2-16:1, 3-16:0, 4-16:1)[mm] + palmitate[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2585	CL (1-16:0, 2-16:1, 3-16:1, 4-16:1) phospholipase (1-position), mitochondrial membrane	Seq_3386	H2O[mm] + cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1)[mm] => H+[mm] + palmitate[mm] + monolysocardiolipin (2-16:1, 3-16:1, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2586	CL (1-16:0, 2-16:1, 3-18:0, 4-16:1) phospholipase (1-position), mitochondrial membrane	Seq_3386	H2O[mm] + cardiolipin (1-16:0, 2-16:1, 3-18:0, 4-16:1)[mm] => H+[mm] + palmitate[mm] + monolysocardiolipin (2-16:1, 3-18:0, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2587	CL (1-16:0, 2-16:1, 3-18:1, 4-16:1) phospholipase (1-position), mitochondrial membrane	Seq_3386	H2O[mm] + cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)[mm] => H+[mm] + palmitate[mm] + monolysocardiolipin (2-16:1, 3-18:1, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2588	CL (1-16:0, 2-16:1, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	Seq_3386	H2O[mm] + cardiolipin (1-16:0, 2-16:1, 3-16:0, 4-18:1)[mm] => H+[mm] + palmitate[mm] + monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2589	CL (1-16:0, 2-16:1, 3-16:1, 4-18:1) phospholipase (1-position), mitochondrial membrane	Seq_3386	H2O[mm] + cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)[mm] => H+[mm] + palmitate[mm] + monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2590	CL (1-18:0, 2-16:1, 3-16:0, 4-16:1) phospholipase (1-position), mitochondrial membrane	Seq_3386	H2O[mm] + cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-16:1)[mm] => H+[mm] + monolysocardiolipin (2-16:1, 3-16:0, 4-16:1)[mm] + stearate[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2591	CL (1-18:0, 2-16:1, 3-16:1, 4-16:1) phospholipase (1-position), mitochondrial membrane	Seq_3386	H2O[mm] + cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1)[mm] => H+[mm] + monolysocardiolipin (2-16:1, 3-16:1, 4-16:1)[mm] + stearate[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2592	CL (1-18:0, 2-16:1, 3-18:0, 4-16:1) phospholipase (1-position), mitochondrial membrane	Seq_3386	H2O[mm] + cardiolipin (1-18:0, 2-16:1, 3-18:0, 4-16:1)[mm] => H+[mm] + monolysocardiolipin (2-16:1, 3-18:0, 4-16:1)[mm] + stearate[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2593	CL (1-18:0, 2-16:1, 3-18:1, 4-16:1) phospholipase (1-position), mitochondrial membrane	Seq_3386	H2O[mm] + cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1)[mm] => H+[mm] + monolysocardiolipin (2-16:1, 3-18:1, 4-16:1)[mm] + stearate[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2594	CL (1-18:0, 2-16:1, 3-16:0, 4-18:1) phospholipase (1-position), mitochondrial membrane	Seq_3386	H2O[mm] + cardiolipin (1-18:0, 2-16:1, 3-16:0, 4-18:1)[mm] => H+[mm] + monolysocardiolipin (2-16:1, 3-16:0, 4-18:1)[mm] + stearate[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2595	CL (1-18:0, 2-16:1, 3-16:1, 4-18:1) phospholipase (1-position), mitochondrial membrane	Seq_3386	H2O[mm] + cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1)[mm] => H+[mm] + monolysocardiolipin (2-16:1, 3-16:1, 4-18:1)[mm] + stearate[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2596	CL (1-16:0, 2-18:1, 3-16:0, 4-16:1) phospholipase (1-position), mitochondrial membrane	Seq_3386	H2O[mm] + cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-16:1)[mm] => H+[mm] + palmitate[mm] + monolysocardiolipin (2-18:1, 3-16:0, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r_2597	CL (1-16:0, 2-18:1, 3-16:1, 4-16:1) phospholipase (1-position), mitochondrial membrane	Seq_3386	H2O[mm] + cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1)[mm] => H+[mm] + palmitate[mm] + monolysocardiolipin (2-18:1, 3-16:1, 4-16:1)[mm]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
